"ISO3"	"FRACOUNTRYCODE"	"COUNTRY"	"FRACATCODE"	"FRACAT"	"YEAR"	"VALUE"
"ECU"	208	"Ecuador"	2	"Other land"	2010	16300
"ECU"	208	"Ecuador"	2	"Other land"	2000	14483
"ECU"	208	"Ecuador"	0	"Forest"	2000	11841
"ECU"	208	"Ecuador"	0	"Forest"	2005	10853
"ECU"	208	"Ecuador"	0	"Forest"	1990	13817
"EGY"	53	"Egypt"	1	"Inland water"	2010	600
"EGY"	53	"Egypt"	1	"Inland water"	1990	600
"EGY"	53	"Egypt"	3	"Other wooded land"	2000	20
"EGY"	53	"Egypt"	3	"Other wooded land"	2005	20
"EGY"	53	"Egypt"	2	"Other land"	2000	99466
"EGY"	53	"Egypt"	0	"Forest"	2010	70
"EGY"	53	"Egypt"	1	"Inland water"	2000	600
"EGY"	53	"Egypt"	3	"Other wooded land"	1990	20
"EGY"	53	"Egypt"	2	"Other land"	2010	99455
"EGY"	53	"Egypt"	0	"Forest"	2005	67
"EGY"	53	"Egypt"	1	"Inland water"	2005	600
"EGY"	53	"Egypt"	2	"Other land"	2005	99458
"EGY"	53	"Egypt"	0	"Forest"	2000	59
"EGY"	53	"Egypt"	2	"Other land"	1990	99481
"EGY"	53	"Egypt"	3	"Other wooded land"	2010	20
"EGY"	53	"Egypt"	0	"Forest"	1990	44
"SLV"	173	"El Salvador"	0	"Forest"	2010	287
"SLV"	173	"El Salvador"	0	"Forest"	2000	332
"SLV"	173	"El Salvador"	2	"Other land"	2010	1581
"SLV"	173	"El Salvador"	1	"Inland water"	2005	32
"SLV"	173	"El Salvador"	1	"Inland water"	2010	32
"SLV"	173	"El Salvador"	3	"Other wooded land"	2005	204
"SLV"	173	"El Salvador"	2	"Other land"	1990	1491
"SLV"	173	"El Salvador"	2	"Other land"	2005	1559
"SLV"	173	"El Salvador"	2	"Other land"	2000	1536
"SLV"	173	"El Salvador"	3	"Other wooded land"	2000	204
"SLV"	173	"El Salvador"	0	"Forest"	1990	377
"SLV"	173	"El Salvador"	1	"Inland water"	1990	32
"SLV"	173	"El Salvador"	0	"Forest"	2005	309
"SLV"	173	"El Salvador"	3	"Other wooded land"	2010	204
"SLV"	173	"El Salvador"	3	"Other wooded land"	1990	204
"SLV"	173	"El Salvador"	1	"Inland water"	2000	32
"GNQ"	8	"Equatorial Guinea"	3	"Other wooded land"	2005	8
"GNQ"	8	"Equatorial Guinea"	2	"Other land"	2010	1171
"GNQ"	8	"Equatorial Guinea"	0	"Forest"	2005	1685
"GNQ"	8	"Equatorial Guinea"	0	"Forest"	1990	1860
"GNQ"	8	"Equatorial Guinea"	2	"Other land"	1990	938
"GNQ"	8	"Equatorial Guinea"	2	"Other land"	2005	1112
"GNQ"	8	"Equatorial Guinea"	3	"Other wooded land"	2000	8
"GNQ"	8	"Equatorial Guinea"	3	"Other wooded land"	1990	7
"GNQ"	8	"Equatorial Guinea"	2	"Other land"	2000	1054
"GNQ"	8	"Equatorial Guinea"	0	"Forest"	2000	1743
"GNQ"	8	"Equatorial Guinea"	1	"Inland water"	2000	0
"GNQ"	8	"Equatorial Guinea"	1	"Inland water"	1990	0
"GNQ"	8	"Equatorial Guinea"	1	"Inland water"	2005	0
"GNQ"	8	"Equatorial Guinea"	3	"Other wooded land"	2010	8
"GNQ"	8	"Equatorial Guinea"	0	"Forest"	2010	1626
"GNQ"	8	"Equatorial Guinea"	1	"Inland water"	2010	0
"ERI"	62	"Eritrea"	3	"Other wooded land"	2005	7257
"ERI"	62	"Eritrea"	0	"Forest"	1990	1621
"ERI"	62	"Eritrea"	2	"Other land"	2005	1289
"ERI"	62	"Eritrea"	3	"Other wooded land"	1990	7569
"ERI"	62	"Eritrea"	2	"Other land"	2010	1415
"ERI"	62	"Eritrea"	1	"Inland water"	2005	1660
"ERI"	62	"Eritrea"	1	"Inland water"	1990	1660
"ERI"	62	"Eritrea"	3	"Other wooded land"	2000	7361
"ERI"	62	"Eritrea"	0	"Forest"	2010	1532
"ERI"	62	"Eritrea"	3	"Other wooded land"	2010	7153
"ERI"	62	"Eritrea"	0	"Forest"	2000	1576
"ERI"	62	"Eritrea"	2	"Other land"	2000	1163
"ERI"	62	"Eritrea"	0	"Forest"	2005	1554
"ERI"	62	"Eritrea"	1	"Inland water"	2010	1660
"ERI"	62	"Eritrea"	1	"Inland water"	2000	1660
"ERI"	62	"Eritrea"	2	"Other land"	1990	910
"EST"	159	"Estonia"	0	"Forest"	2005	2252
"EST"	159	"Estonia"	2	"Other land"	2005	1877
"EST"	159	"Estonia"	0	"Forest"	1990	2090
"EST"	159	"Estonia"	3	"Other wooded land"	2010	133
"EST"	159	"Estonia"	3	"Other wooded land"	2005	110
"EST"	159	"Estonia"	2	"Other land"	2010	1889
"EST"	159	"Estonia"	1	"Inland water"	2000	284
"EST"	159	"Estonia"	1	"Inland water"	2010	284
"EST"	159	"Estonia"	3	"Other wooded land"	2000	94
"EST"	159	"Estonia"	2	"Other land"	2000	1902
"EST"	159	"Estonia"	3	"Other wooded land"	1990	0
"EST"	159	"Estonia"	1	"Inland water"	1990	284
"EST"	159	"Estonia"	1	"Inland water"	2005	284
"EST"	159	"Estonia"	2	"Other land"	1990	2149
"EST"	159	"Estonia"	0	"Forest"	2000	2243
"EST"	159	"Estonia"	0	"Forest"	2010	2217
"ETH"	60	"Ethiopia"	0	"Forest"	2005	13000
"ETH"	60	"Ethiopia"	3	"Other wooded land"	2005	44650
"ETH"	60	"Ethiopia"	1	"Inland water"	2000	799
"ETH"	60	"Ethiopia"	3	"Other wooded land"	2000	44650
"ETH"	60	"Ethiopia"	2	"Other land"	2010	52685
"ETH"	60	"Ethiopia"	0	"Forest"	1990	15114
"ETH"	60	"Ethiopia"	1	"Inland water"	1990	799
"ETH"	60	"Ethiopia"	2	"Other land"	2000	51276
"ETH"	60	"Ethiopia"	2	"Other land"	2005	51981
"ETH"	60	"Ethiopia"	2	"Other land"	1990	49867
"ETH"	60	"Ethiopia"	3	"Other wooded land"	1990	44650
"ETH"	60	"Ethiopia"	1	"Inland water"	2005	799
"ETH"	60	"Ethiopia"	1	"Inland water"	2010	799
"ETH"	60	"Ethiopia"	0	"Forest"	2010	12296
"ETH"	60	"Ethiopia"	0	"Forest"	2000	13705
"ETH"	60	"Ethiopia"	3	"Other wooded land"	2010	44650
"FRO"	642354614	"Faeroe Islands"	2	"Other land"	2000	139.9
"FRO"	642354614	"Faeroe Islands"	3	"Other wooded land"	2005	0
"FRO"	642354614	"Faeroe Islands"	1	"Inland water"	2000	0
"FRO"	642354614	"Faeroe Islands"	2	"Other land"	2005	139.9
"FRO"	642354614	"Faeroe Islands"	3	"Other wooded land"	2000	0
"FRO"	642354614	"Faeroe Islands"	0	"Forest"	2000	0.1
"FRO"	642354614	"Faeroe Islands"	0	"Forest"	1990	0.1
"FRO"	642354614	"Faeroe Islands"	2	"Other land"	2010	139.9
"FRO"	642354614	"Faeroe Islands"	0	"Forest"	2005	0.1
"FRO"	642354614	"Faeroe Islands"	1	"Inland water"	2005	0
"FRO"	642354614	"Faeroe Islands"	1	"Inland water"	2010	0
"FRO"	642354614	"Faeroe Islands"	3	"Other wooded land"	2010	0
"FRO"	642354614	"Faeroe Islands"	1	"Inland water"	1990	0
"FRO"	642354614	"Faeroe Islands"	2	"Other land"	1990	139.9
"FRO"	642354614	"Faeroe Islands"	3	"Other wooded land"	1990	0
"FRO"	642354614	"Faeroe Islands"	0	"Forest"	2010	0.1
"FLK"	7653870	"Falkland Islands (Malvinas)"	2	"Other land"	2000	1217
"FLK"	7653870	"Falkland Islands (Malvinas)"	1	"Inland water"	2005	0
"FLK"	7653870	"Falkland Islands (Malvinas)"	1	"Inland water"	2000	0
"FLK"	7653870	"Falkland Islands (Malvinas)"	3	"Other wooded land"	2000	0
"FLK"	7653870	"Falkland Islands (Malvinas)"	0	"Forest"	2000	0
"FLK"	7653870	"Falkland Islands (Malvinas)"	2	"Other land"	1990	1217
"FLK"	7653870	"Falkland Islands (Malvinas)"	0	"Forest"	2005	0
"FLK"	7653870	"Falkland Islands (Malvinas)"	1	"Inland water"	1990	0
"FLK"	7653870	"Falkland Islands (Malvinas)"	3	"Other wooded land"	2005	0
"FLK"	7653870	"Falkland Islands (Malvinas)"	3	"Other wooded land"	2010	0
"FLK"	7653870	"Falkland Islands (Malvinas)"	2	"Other land"	2005	1217
"FLK"	7653870	"Falkland Islands (Malvinas)"	2	"Other land"	2010	1217
"FLK"	7653870	"Falkland Islands (Malvinas)"	3	"Other wooded land"	1990	0
"FLK"	7653870	"Falkland Islands (Malvinas)"	0	"Forest"	1990	0
"FLK"	7653870	"Falkland Islands (Malvinas)"	0	"Forest"	2010	0
"FLK"	7653870	"Falkland Islands (Malvinas)"	1	"Inland water"	2010	0
"FJI"	111	"Fiji"	1	"Inland water"	2000	0
"FJI"	111	"Fiji"	3	"Other wooded land"	2005	68.97
"FJI"	111	"Fiji"	2	"Other land"	2000	786.26
"FJI"	111	"Fiji"	0	"Forest"	2000	980.44
"FJI"	111	"Fiji"	3	"Other wooded land"	2000	60.3
"FJI"	111	"Fiji"	1	"Inland water"	1990	0
"FJI"	111	"Fiji"	1	"Inland water"	2005	0
"FJI"	111	"Fiji"	0	"Forest"	2005	997.26
"FJI"	111	"Fiji"	2	"Other land"	2005	760.77
"FJI"	111	"Fiji"	2	"Other land"	2010	735.28
"FJI"	111	"Fiji"	3	"Other wooded land"	1990	45.1
"FJI"	111	"Fiji"	3	"Other wooded land"	2010	77.64
"FJI"	111	"Fiji"	2	"Other land"	1990	829
"FJI"	111	"Fiji"	0	"Forest"	1990	952.9
"FJI"	111	"Fiji"	1	"Inland water"	2010	0
"FJI"	111	"Fiji"	0	"Forest"	2010	1014.08
"FIN"	125	"Finland"	3	"Other wooded land"	2000	824
"FIN"	125	"Finland"	1	"Inland water"	1990	3433
"FIN"	125	"Finland"	2	"Other land"	2005	7140
"FIN"	125	"Finland"	3	"Other wooded land"	2010	1112
"FIN"	125	"Finland"	1	"Inland water"	2000	3433
"FIN"	125	"Finland"	0	"Forest"	2005	22157
"FIN"	125	"Finland"	3	"Other wooded land"	1990	926
"FIN"	125	"Finland"	2	"Other land"	1990	7593
"FIN"	125	"Finland"	0	"Forest"	2000	22459
"FIN"	125	"Finland"	2	"Other land"	2000	7126
"FIN"	125	"Finland"	1	"Inland water"	2010	3433
"FIN"	125	"Finland"	0	"Forest"	2010	22157
"FIN"	125	"Finland"	3	"Other wooded land"	2005	1112
"FIN"	125	"Finland"	1	"Inland water"	2005	3433
"FIN"	125	"Finland"	2	"Other land"	2010	7140
"FIN"	125	"Finland"	0	"Forest"	1990	21889
"FRA"	133	"France"	3	"Other wooded land"	2010	1618
"FRA"	133	"France"	2	"Other land"	2005	37581
"FRA"	133	"France"	1	"Inland water"	2005	140
"FRA"	133	"France"	3	"Other wooded land"	2000	1812
"FRA"	133	"France"	2	"Other land"	2000	37845
"FRA"	133	"France"	1	"Inland water"	1990	140
"FRA"	133	"France"	0	"Forest"	2000	15353
"FRA"	133	"France"	1	"Inland water"	2010	140
"FRA"	133	"France"	3	"Other wooded land"	1990	2086
"FRA"	133	"France"	2	"Other land"	1990	38387
"FRA"	133	"France"	0	"Forest"	2005	15714
"FRA"	133	"France"	0	"Forest"	1990	14537
"FRA"	133	"France"	1	"Inland water"	2000	140
"FRA"	133	"France"	3	"Other wooded land"	2005	1715
"FRA"	133	"France"	0	"Forest"	2010	15954
"FRA"	133	"France"	2	"Other land"	2010	37438
"GUF"	209	"French Guiana"	3	"Other wooded land"	2000	0
"GUF"	209	"French Guiana"	1	"Inland water"	1990	142
"GUF"	209	"French Guiana"	1	"Inland water"	2010	176
"GUF"	209	"French Guiana"	2	"Other land"	2005	120
"GUF"	209	"French Guiana"	0	"Forest"	2000	8118
"GUF"	209	"French Guiana"	3	"Other wooded land"	2010	0
"GUF"	209	"French Guiana"	3	"Other wooded land"	1990	0
"GUF"	209	"French Guiana"	2	"Other land"	1990	66
"GUF"	209	"French Guiana"	0	"Forest"	1990	8188
"GUF"	209	"French Guiana"	0	"Forest"	2005	8100
"GUF"	209	"French Guiana"	0	"Forest"	2010	8082
"GUF"	209	"French Guiana"	2	"Other land"	2000	102
"GUF"	209	"French Guiana"	1	"Inland water"	2000	176
"GUF"	209	"French Guiana"	3	"Other wooded land"	2005	0
"GUF"	209	"French Guiana"	2	"Other land"	2010	138
"GUF"	209	"French Guiana"	1	"Inland water"	2005	176
"PYF"	112	"French Polynesia"	0	"Forest"	2010	155
"PYF"	112	"French Polynesia"	3	"Other wooded land"	1990	0
"PYF"	112	"French Polynesia"	1	"Inland water"	1990	34
"PYF"	112	"French Polynesia"	3	"Other wooded land"	2010	0
"PYF"	112	"French Polynesia"	3	"Other wooded land"	2000	0
"PYF"	112	"French Polynesia"	1	"Inland water"	2000	34
"PYF"	112	"French Polynesia"	2	"Other land"	1990	311
"PYF"	112	"French Polynesia"	0	"Forest"	2005	130
"PYF"	112	"French Polynesia"	1	"Inland water"	2010	34
"PYF"	112	"French Polynesia"	1	"Inland water"	2005	34
"PYF"	112	"French Polynesia"	2	"Other land"	2005	236
"PYF"	112	"French Polynesia"	3	"Other wooded land"	2005	0
"PYF"	112	"French Polynesia"	0	"Forest"	2000	105
"PYF"	112	"French Polynesia"	2	"Other land"	2000	261
"PYF"	112	"French Polynesia"	2	"Other land"	2010	211
"PYF"	112	"French Polynesia"	0	"Forest"	1990	55
"GAB"	9	"Gabon"	1	"Inland water"	2005	1000
"GAB"	9	"Gabon"	1	"Inland water"	2010	1000
"GAB"	9	"Gabon"	3	"Other wooded land"	2010	0
"GAB"	9	"Gabon"	1	"Inland water"	2000	1000
"GAB"	9	"Gabon"	3	"Other wooded land"	2005	0
"GAB"	9	"Gabon"	1	"Inland water"	1990	1000
"GAB"	9	"Gabon"	0	"Forest"	2005	22000
"GAB"	9	"Gabon"	0	"Forest"	1990	22000
"GAB"	9	"Gabon"	3	"Other wooded land"	2000	0
"GAB"	9	"Gabon"	2	"Other land"	2010	3767
"GAB"	9	"Gabon"	0	"Forest"	2010	22000
"GAB"	9	"Gabon"	2	"Other land"	2000	3767
"GAB"	9	"Gabon"	3	"Other wooded land"	1990	0
"GAB"	9	"Gabon"	0	"Forest"	2000	22000
"GAB"	9	"Gabon"	2	"Other land"	1990	3767
"GAB"	9	"Gabon"	2	"Other land"	2005	3767
"GMB"	66	"Gambia"	3	"Other wooded land"	2005	107
"GMB"	66	"Gambia"	3	"Other wooded land"	2010	103
"GMB"	66	"Gambia"	1	"Inland water"	2010	130
"GMB"	66	"Gambia"	1	"Inland water"	1990	130
"GMB"	66	"Gambia"	0	"Forest"	2005	471
"GMB"	66	"Gambia"	2	"Other land"	2000	428
"GMB"	66	"Gambia"	1	"Inland water"	2005	130
"GMB"	66	"Gambia"	2	"Other land"	2010	417
"GMB"	66	"Gambia"	0	"Forest"	2000	461
"GMB"	66	"Gambia"	0	"Forest"	2010	480
"GMB"	66	"Gambia"	1	"Inland water"	2000	130
"GMB"	66	"Gambia"	3	"Other wooded land"	1990	119
"GMB"	66	"Gambia"	2	"Other land"	2005	422
"GMB"	66	"Gambia"	2	"Other land"	1990	439
"GMB"	66	"Gambia"	3	"Other wooded land"	2000	111
"GMB"	66	"Gambia"	0	"Forest"	1990	442
"GEO"	160	"Georgia"	0	"Forest"	2005	2755.06
"GEO"	160	"Georgia"	3	"Other wooded land"	2005	51.25
"GEO"	160	"Georgia"	3	"Other wooded land"	2010	50.83
"GEO"	160	"Georgia"	2	"Other land"	2000	4129.49
"GEO"	160	"Georgia"	1	"Inland water"	2005	21
"GEO"	160	"Georgia"	3	"Other wooded land"	2000	51.68
"GEO"	160	"Georgia"	2	"Other land"	2005	4142.69
"GEO"	160	"Georgia"	0	"Forest"	2010	2742.29
"GEO"	160	"Georgia"	3	"Other wooded land"	1990	53
"GEO"	160	"Georgia"	2	"Other land"	2010	4155.88
"GEO"	160	"Georgia"	2	"Other land"	1990	4116.7
"GEO"	160	"Georgia"	1	"Inland water"	1990	21
"GEO"	160	"Georgia"	1	"Inland water"	2010	21
"GEO"	160	"Georgia"	0	"Forest"	1990	2779.3
"GEO"	160	"Georgia"	1	"Inland water"	2000	21
"GEO"	160	"Georgia"	0	"Forest"	2000	2767.83
"DEU"	134	"Germany"	3	"Other wooded land"	1990	0
"DEU"	134	"Germany"	3	"Other wooded land"	2005	0
"DEU"	134	"Germany"	2	"Other land"	2000	23801
"DEU"	134	"Germany"	1	"Inland water"	2010	828
"DEU"	134	"Germany"	2	"Other land"	2010	23801
"DEU"	134	"Germany"	1	"Inland water"	2005	828
"DEU"	134	"Germany"	1	"Inland water"	2000	828
"DEU"	134	"Germany"	0	"Forest"	1990	10741
"DEU"	134	"Germany"	2	"Other land"	2005	23801
"DEU"	134	"Germany"	3	"Other wooded land"	2010	0
"DEU"	134	"Germany"	0	"Forest"	2005	11076
"DEU"	134	"Germany"	0	"Forest"	2010	11076
"DEU"	134	"Germany"	1	"Inland water"	1990	828
"DEU"	134	"Germany"	3	"Other wooded land"	2000	0
"DEU"	134	"Germany"	0	"Forest"	2000	11076
"DEU"	134	"Germany"	2	"Other land"	1990	24136
"GHA"	76	"Ghana"	0	"Forest"	1990	7448
"GHA"	76	"Ghana"	0	"Forest"	2010	4940
"GHA"	76	"Ghana"	2	"Other land"	2010	17814
"GHA"	76	"Ghana"	2	"Other land"	2000	16660
"GHA"	76	"Ghana"	0	"Forest"	2000	6094
"GHA"	76	"Ghana"	3	"Other wooded land"	2000	0
"GHA"	76	"Ghana"	1	"Inland water"	2005	1100
"GHA"	76	"Ghana"	1	"Inland water"	2010	1100
"GHA"	76	"Ghana"	0	"Forest"	2005	5517
"GHA"	76	"Ghana"	3	"Other wooded land"	1990	0
"GHA"	76	"Ghana"	1	"Inland water"	2000	1100
"GHA"	76	"Ghana"	3	"Other wooded land"	2010	0
"GHA"	76	"Ghana"	2	"Other land"	1990	15306
"GHA"	76	"Ghana"	3	"Other wooded land"	2005	0
"GHA"	76	"Ghana"	1	"Inland water"	1990	1100
"GHA"	76	"Ghana"	2	"Other land"	2005	17237
"GIB"	7655146	"Gibraltar"	2	"Other land"	2005	1
"GIB"	7655146	"Gibraltar"	1	"Inland water"	2010	0
"GIB"	7655146	"Gibraltar"	0	"Forest"	2000	0
"GIB"	7655146	"Gibraltar"	2	"Other land"	2000	1
"GIB"	7655146	"Gibraltar"	1	"Inland water"	2000	0
"GIB"	7655146	"Gibraltar"	3	"Other wooded land"	2005	0
"GIB"	7655146	"Gibraltar"	0	"Forest"	2010	0
"GIB"	7655146	"Gibraltar"	2	"Other land"	1990	1
"GIB"	7655146	"Gibraltar"	1	"Inland water"	2005	0
"GIB"	7655146	"Gibraltar"	3	"Other wooded land"	2010	0
"GIB"	7655146	"Gibraltar"	0	"Forest"	2005	0
"GIB"	7655146	"Gibraltar"	1	"Inland water"	1990	0
"GIB"	7655146	"Gibraltar"	3	"Other wooded land"	1990	0
"GIB"	7655146	"Gibraltar"	2	"Other land"	2010	1
"GIB"	7655146	"Gibraltar"	3	"Other wooded land"	2000	0
"GIB"	7655146	"Gibraltar"	0	"Forest"	1990	0
"GRC"	135	"Greece"	2	"Other land"	2005	6358
"GRC"	135	"Greece"	1	"Inland water"	2000	306
"GRC"	135	"Greece"	0	"Forest"	2000	3601
"GRC"	135	"Greece"	0	"Forest"	2005	3752
"GRC"	135	"Greece"	3	"Other wooded land"	2005	2780
"GRC"	135	"Greece"	1	"Inland water"	2010	306
"GRC"	135	"Greece"	1	"Inland water"	2005	306
"GRC"	135	"Greece"	3	"Other wooded land"	2010	2636
"GRC"	135	"Greece"	2	"Other land"	2010	6351
"GRC"	135	"Greece"	0	"Forest"	2010	3903
"GRC"	135	"Greece"	1	"Inland water"	1990	306
"GRC"	135	"Greece"	3	"Other wooded land"	2000	2924
"GRC"	135	"Greece"	3	"Other wooded land"	1990	3212
"GRC"	135	"Greece"	0	"Forest"	1990	3299
"GRC"	135	"Greece"	2	"Other land"	2000	6365
"GRC"	135	"Greece"	2	"Other land"	1990	6379
"GRL"	4103	"Greenland"	1	"Inland water"	2000	0
"GRL"	4103	"Greenland"	0	"Forest"	2000	0.22
"GRL"	4103	"Greenland"	1	"Inland water"	2005	0
"GRL"	4103	"Greenland"	2	"Other land"	2005	41037.28
"GRL"	4103	"Greenland"	1	"Inland water"	1990	0
"GRL"	4103	"Greenland"	3	"Other wooded land"	2005	7.5
"GRL"	4103	"Greenland"	2	"Other land"	2010	41037.28
"GRL"	4103	"Greenland"	0	"Forest"	2010	0.22
"GRL"	4103	"Greenland"	1	"Inland water"	2010	0
"GRL"	4103	"Greenland"	3	"Other wooded land"	2000	7.5
"GRL"	4103	"Greenland"	0	"Forest"	1990	0.22
"GRL"	4103	"Greenland"	0	"Forest"	2005	0.22
"GRL"	4103	"Greenland"	2	"Other land"	2000	41037.28
"GRL"	4103	"Greenland"	2	"Other land"	1990	41037.28
"GRL"	4103	"Greenland"	3	"Other wooded land"	2010	7.5
"GRL"	4103	"Greenland"	3	"Other wooded land"	1990	7.5
"GRD"	188	"Grenada"	3	"Other wooded land"	2005	1.23
"GRD"	188	"Grenada"	0	"Forest"	2000	16.99
"GRD"	188	"Grenada"	3	"Other wooded land"	2000	1.23
"GRD"	188	"Grenada"	1	"Inland water"	1990	0
"GRD"	188	"Grenada"	2	"Other land"	1990	15.78
"GRD"	188	"Grenada"	2	"Other land"	2005	15.78
"GRD"	188	"Grenada"	1	"Inland water"	2000	0
"GRD"	188	"Grenada"	2	"Other land"	2000	15.78
"GRD"	188	"Grenada"	0	"Forest"	1990	16.99
"GRD"	188	"Grenada"	0	"Forest"	2005	16.99
"GRD"	188	"Grenada"	1	"Inland water"	2005	0
"GRD"	188	"Grenada"	1	"Inland water"	2010	0
"GRD"	188	"Grenada"	3	"Other wooded land"	2010	1.23
"GRD"	188	"Grenada"	3	"Other wooded land"	1990	1.23
"GRD"	188	"Grenada"	2	"Other land"	2010	15.78
"GRD"	188	"Grenada"	0	"Forest"	2010	16.99
"GLP"	189	"Guadeloupe"	1	"Inland water"	2010	1.9
"GLP"	189	"Guadeloupe"	2	"Other land"	1990	91.2
"GLP"	189	"Guadeloupe"	3	"Other wooded land"	2010	2.5
"GLP"	189	"Guadeloupe"	1	"Inland water"	2005	1.9
"GLP"	189	"Guadeloupe"	1	"Inland water"	2000	1.9
"GLP"	189	"Guadeloupe"	0	"Forest"	2000	65.4
"GLP"	189	"Guadeloupe"	0	"Forest"	2010	63.5
"GLP"	189	"Guadeloupe"	3	"Other wooded land"	2005	2.5
"GLP"	189	"Guadeloupe"	2	"Other land"	2010	95.1
"GLP"	189	"Guadeloupe"	1	"Inland water"	1990	1.9
"GLP"	189	"Guadeloupe"	3	"Other wooded land"	2000	2.5
"GLP"	189	"Guadeloupe"	3	"Other wooded land"	1990	2.5
"GLP"	189	"Guadeloupe"	2	"Other land"	2005	94.2
"GLP"	189	"Guadeloupe"	2	"Other land"	2000	93.2
"GLP"	189	"Guadeloupe"	0	"Forest"	2005	64.4
"GLP"	189	"Guadeloupe"	0	"Forest"	1990	67.4
"GUM"	113	"Guam"	1	"Inland water"	2010	0
"GUM"	113	"Guam"	3	"Other wooded land"	2010	0
"GUM"	113	"Guam"	2	"Other land"	1990	29.12
"GUM"	113	"Guam"	0	"Forest"	2005	25.88
"GUM"	113	"Guam"	0	"Forest"	2010	25.88
"GUM"	113	"Guam"	2	"Other land"	2010	29.12
"GUM"	113	"Guam"	0	"Forest"	2000	25.88
"GUM"	113	"Guam"	1	"Inland water"	1990	0
"GUM"	113	"Guam"	1	"Inland water"	2005	0
"GUM"	113	"Guam"	3	"Other wooded land"	1990	0
"GUM"	113	"Guam"	1	"Inland water"	2000	0
"GUM"	113	"Guam"	2	"Other land"	2000	29.12
"GUM"	113	"Guam"	3	"Other wooded land"	2000	0
"GUM"	113	"Guam"	3	"Other wooded land"	2005	0
"GUM"	113	"Guam"	2	"Other land"	2005	29.12
"GUM"	113	"Guam"	0	"Forest"	1990	25.88
"GTM"	174	"Guatemala"	1	"Inland water"	2000	46
"GTM"	174	"Guatemala"	1	"Inland water"	1990	46
"GTM"	174	"Guatemala"	3	"Other wooded land"	2010	1672
"GTM"	174	"Guatemala"	3	"Other wooded land"	1990	1672
"GTM"	174	"Guatemala"	2	"Other land"	2010	5514
"GTM"	174	"Guatemala"	0	"Forest"	2000	4208
"GTM"	174	"Guatemala"	1	"Inland water"	2005	46
"GTM"	174	"Guatemala"	2	"Other land"	2005	5233
"GTM"	174	"Guatemala"	0	"Forest"	1990	4748
"GTM"	174	"Guatemala"	3	"Other wooded land"	2000	1672
"GTM"	174	"Guatemala"	2	"Other land"	1990	4423
"GTM"	174	"Guatemala"	1	"Inland water"	2010	46
"GTM"	174	"Guatemala"	0	"Forest"	2010	3657
"GTM"	174	"Guatemala"	2	"Other land"	2000	4963
"GTM"	174	"Guatemala"	3	"Other wooded land"	2005	1672
"GTM"	174	"Guatemala"	0	"Forest"	2005	3938
"GGY"	643000370	"Guernsey"	3	"Other wooded land"	2000	0
"GGY"	643000370	"Guernsey"	0	"Forest"	1990	0.2
"GGY"	643000370	"Guernsey"	2	"Other land"	2000	7.6
"GGY"	643000370	"Guernsey"	1	"Inland water"	1990	0
"GGY"	643000370	"Guernsey"	3	"Other wooded land"	1990	0
"GGY"	643000370	"Guernsey"	2	"Other land"	2005	7.6
"GGY"	643000370	"Guernsey"	1	"Inland water"	2000	0
"GGY"	643000370	"Guernsey"	2	"Other land"	1990	7.6
"GGY"	643000370	"Guernsey"	1	"Inland water"	2005	0
"GGY"	643000370	"Guernsey"	3	"Other wooded land"	2010	0
"GGY"	643000370	"Guernsey"	0	"Forest"	2005	0.2
"GGY"	643000370	"Guernsey"	1	"Inland water"	2010	0
"GGY"	643000370	"Guernsey"	0	"Forest"	2000	0.2
"GGY"	643000370	"Guernsey"	2	"Other land"	2010	7.6
"GGY"	643000370	"Guernsey"	0	"Forest"	2010	0.2
"GGY"	643000370	"Guernsey"	3	"Other wooded land"	2005	0
"GIN"	77	"Guinea"	0	"Forest"	1990	7264
"GIN"	77	"Guinea"	1	"Inland water"	1990	14
"GIN"	77	"Guinea"	3	"Other wooded land"	2000	5850
"GIN"	77	"Guinea"	1	"Inland water"	2000	14
"GIN"	77	"Guinea"	1	"Inland water"	2010	14
"GIN"	77	"Guinea"	0	"Forest"	2010	6544
"GIN"	77	"Guinea"	3	"Other wooded land"	1990	5850
"GIN"	77	"Guinea"	2	"Other land"	2005	11998
"GIN"	77	"Guinea"	0	"Forest"	2005	6724
"GIN"	77	"Guinea"	2	"Other land"	2010	12178
"GIN"	77	"Guinea"	0	"Forest"	2000	6904
"GIN"	77	"Guinea"	3	"Other wooded land"	2010	5850
"GIN"	77	"Guinea"	2	"Other land"	1990	11458
"GIN"	77	"Guinea"	1	"Inland water"	2005	14
"GIN"	77	"Guinea"	3	"Other wooded land"	2005	5850
"GIN"	77	"Guinea"	2	"Other land"	2000	11818
"GNB"	67	"Guinea-Bissau"	0	"Forest"	1990	2216
"GNB"	67	"Guinea-Bissau"	1	"Inland water"	2010	800
"GNB"	67	"Guinea-Bissau"	1	"Inland water"	2000	800
"GNB"	67	"Guinea-Bissau"	2	"Other land"	2010	560
"GNB"	67	"Guinea-Bissau"	2	"Other land"	2005	504
"GNB"	67	"Guinea-Bissau"	0	"Forest"	2005	2072
"GNB"	67	"Guinea-Bissau"	0	"Forest"	2010	2022
"GNB"	67	"Guinea-Bissau"	3	"Other wooded land"	1990	293
"GNB"	67	"Guinea-Bissau"	3	"Other wooded land"	2000	241
"GNB"	67	"Guinea-Bissau"	1	"Inland water"	2005	800
